"id";"library_id";"current_version";"description";"repository";"homepage";"created_at";"updated_at"
1270;1269;"2.2.4";"language detector used in browser environment for i18next";"https://github.com/i18next/i18next-browser-languageDetector.git";;"2019-02-07 15:25:41";"2019-02-07 15:25:41"
1271;1270;"1.8.0";"This is a simple i18next backend to be used for locize service. It will load resources from locize server using xhr.";"git://github.com/locize/i18next-locize-backend.git";"http://i18next.com/docs/ecosystem/#backends";"2019-02-07 15:25:41";"2019-02-07 15:25:41"
1272;1271;"1.5.1";"Backend layer for i18next using browsers XHR";"https://github.com/i18next/i18next-xhr-backend.git";;"2019-02-07 15:25:42";"2019-02-07 15:25:42"
1273;1272;"14.1.1";"i18next is a full-featured i18n javascript library for translating your web application.";"https://github.com/i18next/i18next.git";"http://i18next.com/";"2019-02-07 15:25:43";"2019-02-07 15:25:43"
1274;1273;"0.9.1";"D3-based plotting and histogramming library";"https://github.com/eigenhombre/i3d3.git";;"2019-02-07 15:25:43";"2019-02-07 15:25:43"
1275;1274;"0.4.0";"Polyfill for smooth scroll behavior";"git+https://github.com/iamdustan/smoothscroll.git";"https://iamdustan.github.io/smoothscroll";"2019-02-07 15:25:44";"2019-02-07 15:25:44"
1276;1275;"0.5.4";"An opinionated type for all IBM experiences, including the IBM Plex typeface.";"https://github.com/ibm/type.git";"https://ibm.github.io/type/";"2019-02-07 15:25:45";"2019-02-07 15:25:45"
1277;1276;"1.3.0";"Javascript parser for ics (rfc5545) and vcard (rfc6350) data";"https://github.com/mozilla-comm/ical.js.git";"https://mozilla-comm.github.io/ical.js/";"2019-02-07 15:25:46";"2019-02-07 15:25:46"
1278;1277;"0.10.3";"A clean solution for templating with Mustache.js and jQuery or Zepto";"https://github.com/andyet/ICanHaz.js";"http://icanhazjs.com";"2019-02-07 15:25:46";"2019-02-07 15:25:46"
1279;1278;"3.7.2";"Ice is a comprehensive RPC framework with support for C++, .NET, Java, Python, JavaScript and more.";"https://github.com/zeroc-ice/ice.git";"https://zeroc.com/";"2019-02-07 15:25:47";"2019-02-07 15:25:47"
1280;1279;"1.0.2";"Highly customizable checkboxes and radio buttons (jQuery and Zepto). Features: identical inputs across different browsers and devices (both desktop and mobile), touch devices support (iOS, Android, BlackBerry, Windows Phone, Amazon Kindle), keyboard accessible inputs (Tab, Spacebar, Arrow up/down and other shortcuts), screenreader accessible inputs — (ARIA attributes for VoiceOver and others), customization freedom (use any HTML and CSS to style inputs or try 6 Retina-ready skins), lightweight size (1 kb gzipped). Provides 32 options to customize checkboxes and radio buttons, 11 callbacks to handle changes, 9 methods to make changes programmatically. Saves changes to original inputs, works carefully with any selectors.";"https://github.com/fronteed/iCheck";"http://fronteed.com/iCheck/";"2019-02-07 15:25:47";"2019-02-07 15:25:47"
1281;1280;"0.3.1";"A light-weight library to animate your font-awesome like icons";"git://github.com/bitshadow/iconate.git";"https://bitshadow.github.io/iconate/";"2019-02-07 15:25:48";"2019-02-07 15:25:48"
1282;1281;"1.3.0";"Pure CSS Icons";"https://github.com/saeedalipoor/icono.git";"http://saeedalipoor.github.io/icono/";"2019-02-07 15:25:49";"2019-02-07 15:25:49"
1283;1282;"1.7.2";"A cross-browser wrapper for IndexedDB";"https://github.com/jensarps/IDBWrapper";;"2019-02-07 15:25:49";"2019-02-07 15:25:49"
1284;1283;"1.5.1";"Quite simply the ideal Image Slider in vanilla JS.";"https://github.com/gilbitron/Ideal-Image-Slider.git";;"2019-02-07 15:25:50";"2019-02-07 15:25:50"
1285;1284;"2.3.3";"GitHub-style identicons in JS with no server-side processing.";"https://github.com/stewartlord/identicon.js";;"2019-02-07 15:25:50";"2019-02-07 15:25:50"
1286;1285;"2.0.0";"Discover which iOS devices are used on your site";"git+https://github.com/dieulot/idevice.git";"https://dieulot.fr/idevice";"2019-02-07 15:25:51";"2019-02-07 15:25:51"
1287;1286;"0.0.3";"Combo polyfill for IE8 and below.";"https://github.com/corysimmons/ie-love.git";;"2019-02-07 15:25:51";"2019-02-07 15:25:51"
1288;1287;"0.8.1";"some damn DOM fix for this damned browser";"git://github.com/WebReflection/ie8.git";;"2019-02-07 15:25:52";"2019-02-07 15:25:52"
1289;1288;"1.0.3";"make ie browser like a morden browser main for ie6~ie8";"https://github.com/zhangxinxu/ieBetter.js.git";;"2019-02-07 15:25:52";"2019-02-07 15:25:52"
1290;1289;"1.2.5";"This plugin can get contents of iframe and set height of iframe automatically. Also it has cross-domain fix";"https://github.com/Sly777/Iframe-Height-Jquery-Plugin.git";;"2019-02-07 15:25:53";"2019-02-07 15:25:53"
1291;1290;"3.6.5";"Keep same and cross domain iFrames sized to their content with support for window/content resizing, and multiple iFrames.";"https://github.com/davidjbradshaw/iframe-resizer";;"2019-02-07 15:25:53";"2019-02-07 15:25:53"
1292;1291;"1.0.6";"Crossbrowser & lightweight way to check if user is looking at the page or interacting with it. (wrapper around HTML5 visibility api)";"https://github.com/serkanyersen/ifvisible.js.git";;"2019-02-07 15:25:54";"2019-02-07 15:25:54"
1293;1292;"3.0.3";"A lightweight jQuery plugin that generates growl-like notifications with an emphasis on icons.";"https://github.com/catc/iGrowl";"https://catc.github.io/iGrowl/";"2019-02-07 15:25:55";"2019-02-07 15:25:55"
1294;1293;"0.2.0";"The extention toolkit for Riot.js";"git://github.com/cognitom/ikki.git";"https://cognitom.github.io/ikki/";"2019-02-07 15:25:56";"2019-02-07 15:25:56"
1295;1294;"2.3.1";"The social sharing buttons that aren’t shabby";"git+https://github.com/ilyabirman/Likely.git";"http://ilyabirman.ru/projects/likely";"2019-02-07 15:25:56";"2019-02-07 15:25:56"
1296;1295;"1.0.7";"Make the HTML image map responsive, so the map scales with the image";"https://github.com/davidjbradshaw/image-map-resizer.git";;"2019-02-07 15:25:57";"2019-02-07 15:25:57"
1297;1296;"0.3.1";"Image Picker is a simple jQuery plugin that transforms a select element into a more user friendly graphical interface.";"git://github.com/rvera/image-picker.git";"http://rvera.github.com/image-picker";"2019-02-07 15:25:58";"2019-02-07 15:25:58"
1298;1297;"2.0";"Image Select is an extension of Chosen, a jQuery plugin that makes long, unwieldy select boxes much more user-friendly. It provides image support for Single and Multi select HTML tags";"https://github.com/websemantics/Image-Select.git";"https://websemantics.github.io/Image-Select/";"2019-02-07 15:25:58";"2019-02-07 15:25:58"
1299;1298;"1.0";"A Scaleable & Light Image Hover CSS Library";"git://github.com/ciar4n/imagehover.css.git";"https://www.imagehover.io/";"2019-02-07 15:25:59";"2019-02-07 15:25:59"
1300;1299;"0.5.1";"Imager.js is an alternative solution to the issue of how to handle responsive image loading, created by developers at BBC News.";"git://github.com/BBC-News/Imager.js.git";;"2019-02-07 15:26:00";"2019-02-07 15:26:00"
1301;1300;"1.0.0";"A simple jQuery image viewing plugin.";"https://github.com/fengyuanchen/viewer.git";"https://fengyuanchen.github.io/viewer";"2019-02-07 15:26:00";"2019-02-07 15:26:00"
1302;1301;"0.1.0";"Lightweight HTML5 Canvas library";"https://github.com/vladakilov/imagine";"http://vladakilov.github.io/imagine/";"2019-02-07 15:26:01";"2019-02-07 15:26:01"
1303;1302;"4.1.5";"vanilla javascript input mask";"git+https://github.com/uNmAnNeR/imaskjs.git";"https://unmanner.github.io/imaskjs/";"2019-02-07 15:26:01";"2019-02-07 15:26:01"
1304;1303;"0.9.10";"ImgAreaSelect is a plugin for selecting a rectangular area of an image. It allows web developers to easily implement image cropping functionality, as well as other user interface features (such as photo notes).";"https://github.com/odyniec/imgareaselect";;"2019-02-07 15:26:02";"2019-02-07 15:26:02"
1305;1304;"2.1.0";"JS library based on the File API to cache images for offline recovery (target: cordova/phonegap & chrome)";"git://github.com/chrisben/imgcache.js.git";;"2019-02-07 15:26:03";"2019-02-07 15:26:03"
1306;1305;"0.9.944";"A jQuery Plugin to resize images to fit in a container.";"git://github.com/karacas/imgLiquid.git";;"2019-02-07 15:26:03";"2019-02-07 15:26:03"
1307;1306;"2.0.0";"Immutable data structure for top-to-bottom properties in component based libraries like React";"https://github.com/omniscientjs/immstruct";;"2019-02-07 15:26:04";"2019-02-07 15:26:04"
1308;1307;"3.8.2";"Immutable Data Collections";"https://github.com/facebook/immutable-js";;"2019-02-07 15:26:04";"2019-02-07 15:26:04"
1309;1308;"0.5.3";"It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com";"https://github.com/impress/impress.js.git";;"2019-02-07 15:26:05";"2019-02-07 15:26:05"
1310;1309;"0.6.0";"An in-place virtual DOM library";"git+https://github.com/google/incremental-dom.git";;"2019-02-07 15:26:05";"2019-02-07 15:26:05"
1311;1310;"4.1.0";"A polyfill for IndexedDB using WebSql";"git://github.com/axemclion/IndexedDBShim.git";;"2019-02-07 15:26:06";"2019-02-07 15:26:06"
1312;1311;"5.0.0";"A famo.us UI library.";"git@github.com:infamous/infamous.git";"http://infamous.io";"2019-02-07 15:26:07";"2019-02-07 15:26:07"
1313;1312;"0.4.6";"Infect.js is a simple way to add the magic of dependency injection to any web project, regardless of the framework on which you choose to write your application. It's infectiously simple!";"git://github.com/amwmedia/infect.js.git";;"2019-02-07 15:26:07";"2019-02-07 15:26:07"
1314;1313;"7.1.2";"Provides a compatibility with React codebases";"https://github.com/infernojs/inferno.git";"https://infernojs.org/";"2019-02-07 15:26:08";"2019-02-07 15:26:08"
1315;1314;"7.1.2";"Provides ES2015 stateful components (with lifecycle events) to Inferno";"https://github.com/infernojs/inferno.git";"https://infernojs.org/";"2019-02-07 15:26:10";"2019-02-07 15:26:10"
1316;1315;"7.1.2";"Provides a helper to create Inferno Components without needing ES2015";"git+https://github.com/infernojs/inferno.git";"https://infernojs.org/";"2019-02-07 15:26:10";"2019-02-07 15:26:10"
1317;1316;"7.1.2";"Provides methods to create Inferno VNodes";"git+https://github.com/infernojs/inferno.git";"https://infernojs.org/";"2019-02-07 15:26:11";"2019-02-07 15:26:11"
1318;1317;"7.1.2";"Provides support for React's Dev Tools for Inferno";"git+https://github.com/infernojs/inferno.git";"https://infernojs.org/";"2019-02-07 15:26:12";"2019-02-07 15:26:12"
1319;1318;"7.1.2";"Bridging hyperscript to InfernoJS";"git+https://github.com/infernojs/inferno.git";"https://infernojs.org/";"2019-02-07 15:26:12";"2019-02-07 15:26:12"
1320;1319;"7.1.2";"Official Inferno bindings for Mobx";"git+https://github.com/infernojs/inferno.git";"https://infernojs.org/";"2019-02-07 15:26:13";"2019-02-07 15:26:13"
1321;1320;"7.1.2";"Official Inferno bindings for Redux";"git+https://github.com/infernojs/inferno.git";"https://infernojs.org/";"2019-02-07 15:26:15";"2019-02-07 15:26:15"
1322;1321;"7.1.2";"Provides routing functionality for Inferno";"git+https://github.com/infernojs/inferno.git";"https://infernojs.org/";"2019-02-07 15:26:16";"2019-02-07 15:26:16"
1323;1322;"7.1.2";"Provides methods to render HTML strings from Inferno elements";"git+https://github.com/infernojs/inferno.git";"https://infernojs.org/";"2019-02-07 15:26:16";"2019-02-07 15:26:16"
1324;1323;"7.1.2";"Helpers functions for Inferno";"git+https://github.com/infernojs/inferno.git";"https://infernojs.org/";"2019-02-07 15:26:17";"2019-02-07 15:26:17"
1325;1324;"7.1.2";"Suite of utilities for testing Inferno applications";"git+https://github.com/infernojs/inferno.git";"https://infernojs.org/";"2019-02-07 15:26:18";"2019-02-07 15:26:18"
1326;1325;"7.1.2";"Provides an enum of all possible VNode Flags used when calling Inferno.createVNode";"git+https://github.com/infernojs/inferno.git";"https://infernojs.org/";"2019-02-07 15:26:18";"2019-02-07 15:26:18"
1327;1326;"7.1.2";"An extremely fast, isomorphic JavaScript library for building modern user interfaces";"https://github.com/infernojs/inferno";"https://infernojs.org/";"2019-02-07 15:26:19";"2019-02-07 15:26:19"
1328;1327;"1.1.0";"A jQuery plugin that creates a compact, text-over-input, form layout while using semabtic HTML and preserving usability and accessibility.";"git+https://github.com/ten1seven/infieldLabel.git";;"2019-02-07 15:26:20";"2019-02-07 15:26:20"
1329;1328;"0.2.2";"A UITableView for the web.";"https://github.com/airbnb/infinity.git";"http://airbnb.github.com/infinity";"2019-02-07 15:26:21";"2019-02-07 15:26:21"
1330;1329;"2.0.0";"Infusion is an application framework for developing flexible stuff with JavaScript";"http://github.com/fluid-project/infusion.git";"http://www.fluidproject.org/";"2019-02-07 15:26:21";"2019-02-07 15:26:21"
1331;1330;"0.4.12";"Simple, lightweight extensions and helpers that make inheritance in JS a breeze, all with pure JavaScript, no extra libraries needed";"git@github.com:bsara/inheritance.js.git";;"2019-02-07 15:26:22";"2019-02-07 15:26:22"
1332;1331;"3.1.10";"SAPO InK - Interface Toolkit";"https://github.com/sapo/Ink";"http://ink.sapo.pt/";"2019-02-07 15:26:23";"2019-02-07 15:26:23"
1333;1332;"0.1.6";"Stop your iOS webapp from bouncing around when scrolling";"https://github.com/lazd/iNoBounce.git";;"2019-02-07 15:26:23";"2019-02-07 15:26:23"
1334;1333;"1.1.0";"JS achieve the browser title flashing , scrolling, voice prompts , chrome notice.";"https://github.com/jaywcjlove/iNotify.git";"https://wangchujiang.com/iNotify/ ";"2019-02-07 15:26:24";"2019-02-07 15:26:24"
1335;1334;"1.1.0";"Autogrow plugin for inputs";"git://github.com/westonganger/input-autogrow.git";;"2019-02-07 15:26:24";"2019-02-07 15:26:24"
1336;1335;"1.2.0";"Inputmask Multi is a plugin which allows to select a mask of input basing on the beginning of entered data (such as an international phone number)";"https://github.com/andr-04/inputmask-multi.git";"http://andr-04.github.io/inputmask-multi/";"2019-02-07 15:26:25";"2019-02-07 15:26:25"
1337;1336;"1.4.0";"InsightJS is a data aggregation and vizualization library for quickly analyzing datasets in Javascript.";"https://github.com/scottlogic/insight.git";;"2019-02-07 15:26:25";"2019-02-07 15:26:25"
1338;1337;"5.0.2";"Inspired JavaScript Tree UI Component";"git+https://github.com/helion3/inspire-tree.git";;"2019-02-07 15:26:26";"2019-02-07 15:26:26"
1339;1338;"1.4.1";"A simple Instagram javascript plugin for your website.";"https://github.com/stevenschobert/instafeed.js.git";;"2019-02-07 15:26:27";"2019-02-07 15:26:27"
1340;1339;"1.5.0";"A 6KB JavaScript plugin for the Instagram API (without jQuery).";"https://github.com/thomasvaeth/instafetch.js.git";"http://thomasvaeth.com/instafetch.js/";"2019-02-07 15:26:27";"2019-02-07 15:26:27"
1341;1340;"3.0.0";"A simple, lightweight jQuery plugin used to display a user's Instagram photos.";"https://github.com/michael-lynch/instagram-lite";;"2019-02-07 15:26:28";"2019-02-07 15:26:28"
1342;1341;"3.0.1";"A Javascript library that preloads pages making use of pjax.";"https://github.com/dieulot/instantclick.git";"http://instantclick.io";"2019-02-07 15:26:28";"2019-02-07 15:26:28"
1343;1342;"3.0.0";"instantsearch.js is a library of widgets to build high performance instant search experiences using Algolia";"https://github.com/algolia/instantsearch.js";;"2019-02-07 15:26:29";"2019-02-07 15:26:29"
1344;1343;"1.0.7";"A simple library to view large images up close using simple mouse interaction, and the full screen.";"git+https://github.com/tholman/intense-images.git";"http://tholman.com/intense-images/";"2019-02-07 15:26:30";"2019-02-07 15:26:30"
1345;1344;"1.2.9";"Drag and drop, resizing and multi-touch gestures with inertia and snapping for modern browsers (and also IE8+)";"https://github.com/taye/interact.js.git";"http://interactjs.io";"2019-02-07 15:26:30";"2019-02-07 15:26:30"
